detectorid,starttime,volume,speed,occupancy,status,dqflags
1345,2011-09-20 13:31:20-07,3,61,3,3,0
1345,2011-09-20 13:31:40-07,7,64,7,2,0
1345,2011-09-20 13:32:00-07,5,66,5,2,0
1345,2011-09-20 13:32:20-07,7,63,5,2,0
1345,2011-09-20 13:32:40-07,1,60,5,2,0
1345,2011-09-20 13:33:00-07,5,60,3,2,0
1345,2011-09-20 13:33:20-07,7,58,9,2,0
1345,2011-09-20 13:33:40-07,9,60,8,2,0
1345,2011-09-20 13:34:00-07,1,67,1,3,0
1345,2011-09-20 13:34:20-07,5,74,6,2,0
1345,2011-09-20 13:34:40-07,8,65,6,2,0
1345,2011-09-20 13:35:00-07,4,77,5,2,0
1345,2011-09-20 13:35:20-07,3,58,2,3,0
1345,2011-09-20 13:35:40-07,4,49,3,3,0
1345,2011-09-20 13:36:00-07,2,33,0,3,0
1345,2011-09-20 13:36:20-07,8,64,9,2,0
1345,2011-09-20 13:36:40-07,4,64,2,3,0
1345,2011-09-20 13:37:00-07,4,51,4,3,0
1345,2011-09-20 13:37:20-07,4,56,3,2,0
1345,2011-09-20 13:37:40-07,9,57,9,2,0
1345,2011-09-20 13:38:00-07,10,61,8,2,0
1345,2011-09-20 13:38:20-07,5,56,6,2,0
1345,2011-09-20 13:38:40-07,4,54,5,2,0
1345,2011-09-20 13:39:00-07,6,66,5,2,0
1345,2011-09-20 13:39:20-07,5,62,4,2,0
1345,2011-09-20 13:39:40-07,2,64,1,3,0
1345,2011-09-20 13:40:00-07,4,74,3,2,0
1345,2011-09-20 13:40:20-07,9,60,7,2,0
1345,2011-09-20 13:40:40-07,4,61,3,3,0
1345,2011-09-20 13:41:00-07,10,65,8,2,0
1345,2011-09-20 13:41:20-07,1,67,0,3,0
1345,2011-09-20 13:41:40-07,6,61,4,2,0
1345,2011-09-20 13:42:00-07,2,67,3,3,0
1345,2011-09-20 13:42:20-07,9,66,5,2,0
1345,2011-09-20 13:42:40-07,3,58,1,3,0
1345,2011-09-20 13:43:00-07,9,56,10,2,0
1345,2011-09-20 13:43:20-07,3,59,2,3,0
1345,2011-09-20 13:43:40-07,8,59,6,2,0
1345,2011-09-20 13:44:00-07,5,54,4,2,0
1345,2011-09-20 13:44:20-07,5,53,6,2,0
1345,2011-09-20 13:44:40-07,8,58,6,2,0
1345,2011-09-20 13:45:00-07,4,64,3,2,0
1345,2011-09-20 13:45:20-07,6,71,5,2,0
1345,2011-09-20 13:45:40-07,6,66,6,2,0
1345,2011-09-20 13:46:00-07,8,61,8,2,0
1345,2011-09-20 13:46:20-07,9,66,7,2,0
1345,2011-09-20 13:46:40-07,5,62,5,2,0
1345,2011-09-20 13:47:00-07,4,58,3,3,0
1345,2011-09-20 13:47:20-07,4,63,3,3,0
1345,2011-09-20 13:47:40-07,7,65,6,2,0
1345,2011-09-20 13:48:00-07,3,48,2,3,0
1345,2011-09-20 13:48:20-07,7,61,4,2,0
1345,2011-09-20 13:48:40-07,6,69,7,2,0
1345,2011-09-20 13:49:00-07,6,48,6,2,0
1345,2011-09-20 13:49:20-07,10,52,9,2,0
1345,2011-09-20 13:49:40-07,10,57,7,2,0
1345,2011-09-20 13:50:00-07,6,67,9,2,0
1345,2011-09-20 13:50:20-07,7,53,6,2,0
1345,2011-09-20 13:50:40-07,11,58,13,2,0
1345,2011-09-20 13:51:00-07,8,59,6,2,0
1345,2011-09-20 13:51:20-07,6,67,5,2,0
1345,2011-09-20 13:51:40-07,7,66,5,2,0
1345,2011-09-20 13:52:00-07,6,63,6,2,0
1345,2011-09-20 13:52:20-07,7,57,6,2,0
1345,2011-09-20 13:52:40-07,6,71,5,2,0
1345,2011-09-20 13:53:00-07,4,76,3,3,0
1345,2011-09-20 13:53:20-07,0,,0,0,0
1345,2011-09-20 13:53:40-07,,,,0,0
1345,2011-09-20 13:54:00-07,6,66,6,2,0
1345,2011-09-20 13:54:20-07,6,66,7,2,0
1345,2011-09-20 13:54:40-07,9,61,6,2,0
1345,2011-09-20 13:55:00-07,1,58,3,2,0
1345,2011-09-20 13:55:20-07,4,64,4,2,0
1345,2011-09-20 13:55:40-07,6,71,6,2,0
1345,2011-09-20 13:56:00-07,0,,0,0,0
1345,2011-09-20 13:56:20-07,0,,0,0,0
1345,2011-09-20 13:56:40-07,9,66,9,2,0
1345,2011-09-20 13:57:00-07,4,64,4,2,0
1345,2011-09-20 13:57:20-07,5,56,3,3,0
1345,2011-09-20 13:57:40-07,13,56,16,3,0
1345,2011-09-20 13:58:00-07,6,73,6,2,0
1345,2011-09-20 13:58:20-07,1,67,0,3,0
1345,2011-09-20 13:58:40-07,3,63,2,3,0
1345,2011-09-20 13:59:00-07,2,56,1,3,0
1345,2011-09-20 13:59:20-07,6,61,4,2,0
1345,2011-09-20 13:59:40-07,1,50,0,3,0
1345,2011-09-20 14:00:00-07,7,53,9,2,0
1345,2011-09-20 14:00:20-07,6,77,6,2,0
1345,2011-09-20 14:00:40-07,12,58,10,2,0
1345,2011-09-20 14:01:00-07,8,66,6,2,0
1345,2011-09-20 14:01:20-07,4,62,4,3,0
1345,2011-09-20 14:01:40-07,9,65,9,2,0
1345,2011-09-20 14:02:00-07,7,63,5,2,0
1345,2011-09-20 14:02:20-07,10,58,9,2,0
1345,2011-09-20 14:02:40-07,2,76,1,3,0
1345,2011-09-20 14:03:00-07,4,60,3,2,0
1345,2011-09-20 14:03:20-07,6,74,6,2,0
1345,2011-09-20 14:03:40-07,8,61,9,2,0
1345,2011-09-20 14:04:00-07,5,41,4,2,0
1345,2011-09-20 14:04:20-07,9,54,10,2,0
1345,2011-09-20 14:04:40-07,5,80,4,2,0
1345,2011-09-20 14:05:00-07,3,49,7,2,0
1345,2011-09-20 14:05:20-07,7,70,6,2,0
1345,2011-09-20 14:05:40-07,9,65,12,2,0
1345,2011-09-20 14:06:00-07,6,76,6,2,0
1345,2011-09-20 14:06:20-07,9,71,8,2,0
1345,2011-09-20 14:06:40-07,1,26,1,3,0
1345,2011-09-20 14:07:00-07,5,55,4,2,0
1345,2011-09-20 14:07:20-07,3,68,1,3,0
1345,2011-09-20 14:07:40-07,5,47,4,2,0
1345,2011-09-20 14:08:00-07,5,64,6,2,0
1345,2011-09-20 14:08:20-07,6,74,5,2,0
1345,2011-09-20 14:08:40-07,4,73,2,3,0
1345,2011-09-20 14:09:00-07,3,70,2,3,0
1345,2011-09-20 14:09:20-07,8,49,6,2,0
1345,2011-09-20 14:09:40-07,8,67,5,2,0
1345,2011-09-20 14:10:00-07,5,45,6,2,0
1345,2011-09-20 14:10:20-07,8,65,8,2,0
1345,2011-09-20 14:10:40-07,,,,0,0
1345,2011-09-20 14:11:00-07,,,,0,0
1345,2011-09-20 14:11:20-07,,,,0,0
1345,2011-09-20 14:11:40-07,,,,0,0
1345,2011-09-20 14:12:00-07,2,67,2,3,0
1345,2011-09-20 14:12:20-07,,,,0,0
1345,2011-09-20 14:12:40-07,,,,0,0
1345,2011-09-20 14:13:00-07,10,63,8,2,0
1345,2011-09-20 14:13:20-07,14,54,13,3,0
1345,2011-09-20 14:13:40-07,,,,0,0
1345,2011-09-20 14:14:00-07,6,71,4,3,0
1345,2011-09-20 14:14:20-07,5,59,4,2,0
1345,2011-09-20 14:14:40-07,9,74,7,2,0
1345,2011-09-20 14:15:00-07,5,59,5,2,0
1345,2011-09-20 14:15:20-07,5,73,3,3,0
1345,2011-09-20 14:15:40-07,4,54,4,2,0
1345,2011-09-20 14:16:00-07,3,63,2,3,0
1345,2011-09-20 14:16:20-07,6,58,5,2,0
1345,2011-09-20 14:16:40-07,4,54,9,2,0
1345,2011-09-20 14:17:00-07,7,61,6,2,0
1345,2011-09-20 14:17:20-07,0,,0,0,0
1345,2011-09-20 14:17:40-07,3,76,2,3,0
1345,2011-09-20 14:18:00-07,6,59,5,2,0
1345,2011-09-20 14:18:20-07,0,,0,0,0
1345,2011-09-20 14:18:40-07,9,68,12,2,0
1345,2011-09-20 14:19:00-07,8,54,8,2,0
1345,2011-09-20 14:19:20-07,12,62,8,2,0
1345,2011-09-20 14:19:40-07,7,65,7,2,0
1345,2011-09-20 14:20:00-07,10,62,9,2,0
1345,2011-09-20 14:20:20-07,9,60,7,2,0
1345,2011-09-20 14:20:40-07,8,53,8,2,0
1345,2011-09-20 14:21:00-07,11,56,9,2,0
1345,2011-09-20 14:21:20-07,6,69,4,3,0
1345,2011-09-20 14:21:40-07,6,58,5,2,0
1345,2011-09-20 14:22:00-07,2,60,2,3,0
1345,2011-09-20 14:22:20-07,5,52,4,3,0
1345,2011-09-20 14:22:40-07,7,56,5,2,0
1345,2011-09-20 14:23:00-07,9,48,12,2,0
1345,2011-09-20 14:23:20-07,9,61,9,2,0
1345,2011-09-20 14:23:40-07,0,,0,0,0
1345,2011-09-20 14:24:00-07,0,,0,0,0
1345,2011-09-20 14:24:20-07,0,,0,0,0
1345,2011-09-20 14:24:40-07,7,61,8,2,0
1345,2011-09-20 14:25:00-07,0,,0,0,0
1345,2011-09-20 14:25:20-07,0,,0,0,0
1345,2011-09-20 14:25:40-07,7,74,8,2,0
1345,2011-09-20 14:26:00-07,0,,0,0,0
1345,2011-09-20 14:26:20-07,0,,0,0,0
1345,2011-09-20 14:26:40-07,5,54,2,3,0
1345,2011-09-20 14:27:00-07,0,,0,0,0
1345,2011-09-20 14:27:20-07,7,59,4,2,0
1345,2011-09-20 14:27:40-07,10,65,8,2,0
1345,2011-09-20 14:28:00-07,0,,0,0,0
1345,2011-09-20 14:28:20-07,3,60,2,2,0
1345,2011-09-20 14:28:40-07,0,,0,0,0
1345,2011-09-20 14:29:00-07,,,,0,0
1345,2011-09-20 14:29:20-07,,,,0,0
1345,2011-09-20 14:29:40-07,,,,0,0
1345,2011-09-20 14:30:00-07,,,,0,0
1345,2011-09-20 14:30:20-07,,,,0,0
1345,2011-09-20 14:30:40-07,,,,0,0
1345,2011-09-20 14:31:00-07,9,61,5,2,0
1345,2011-09-20 14:31:20-07,8,71,9,2,0
1345,2011-09-20 14:31:40-07,9,65,9,2,0
1345,2011-09-20 14:32:00-07,1,67,0,3,0
1345,2011-09-20 14:32:20-07,6,61,4,2,0
1345,2011-09-20 14:32:40-07,6,68,5,2,0
1345,2011-09-20 14:33:00-07,0,,0,0,0
1345,2011-09-20 14:33:20-07,7,63,5,2,0
1345,2011-09-20 14:33:40-07,0,,0,0,0
1345,2011-09-20 14:34:00-07,0,,0,0,0
1345,2011-09-20 14:34:20-07,6,57,7,2,0
1345,2011-09-20 14:34:40-07,0,,0,0,0
1345,2011-09-20 14:35:00-07,9,54,7,2,0
1345,2011-09-20 14:35:20-07,7,68,5,2,0
1345,2011-09-20 14:35:40-07,10,61,10,2,0
1345,2011-09-20 14:36:00-07,5,66,4,2,0
1345,2011-09-20 14:36:20-07,0,,0,0,0
1345,2011-09-20 14:36:40-07,9,67,6,2,0
1345,2011-09-20 14:37:00-07,5,66,4,2,0
1345,2011-09-20 14:37:20-07,9,58,8,2,0
1345,2011-09-20 14:37:40-07,0,,0,0,0
1345,2011-09-20 14:38:00-07,4,65,5,2,0
1345,2011-09-20 14:38:20-07,0,,0,0,0
1345,2011-09-20 14:38:40-07,4,57,3,3,0
1345,2011-09-20 14:39:00-07,4,59,3,3,0
1345,2011-09-20 14:39:20-07,0,,0,0,0
1345,2011-09-20 14:39:40-07,0,,0,0,0
1345,2011-09-20 14:40:00-07,10,55,10,2,0
1345,2011-09-20 14:40:20-07,3,67,3,3,0
1345,2011-09-20 14:40:40-07,0,,0,0,0
1345,2011-09-20 14:41:00-07,8,55,7,2,0
1345,2011-09-20 14:41:20-07,0,,0,0,0
1345,2011-09-20 14:41:40-07,6,71,5,2,0
1345,2011-09-20 14:42:00-07,7,58,6,2,0
1345,2011-09-20 14:42:20-07,0,,0,0,0
1345,2011-09-20 14:42:40-07,,,,0,0
1345,2011-09-20 14:43:00-07,,,,0,0
1345,2011-09-20 14:43:20-07,,,,0,0
1345,2011-09-20 14:43:40-07,,,,0,0
1345,2011-09-20 14:44:00-07,5,55,5,2,0
1345,2011-09-20 14:44:20-07,0,,0,0,0
1345,2011-09-20 14:44:40-07,3,64,3,3,0
1345,2011-09-20 14:45:00-07,0,,0,0,0
1345,2011-09-20 14:45:20-07,0,,0,0,0
1345,2011-09-20 14:45:40-07,0,,0,0,0
1345,2011-09-20 14:46:00-07,,,,0,0
1345,2011-09-20 14:46:20-07,13,53,11,2,0
1345,2011-09-20 14:46:40-07,0,,0,0,0
1345,2011-09-20 14:47:00-07,0,,0,0,0
1345,2011-09-20 14:47:20-07,10,64,11,2,0
1345,2011-09-20 14:47:40-07,0,,0,0,0
1345,2011-09-20 14:48:00-07,0,,0,0,0
1345,2011-09-20 14:48:20-07,7,70,5,2,0
1345,2011-09-20 14:48:40-07,12,62,12,2,0
1345,2011-09-20 14:49:00-07,9,50,9,2,0
1345,2011-09-20 14:49:20-07,6,41,7,2,0
1345,2011-09-20 14:49:40-07,10,59,14,2,0
1345,2011-09-20 14:50:00-07,11,65,12,2,0
1345,2011-09-20 14:50:20-07,12,61,12,2,0
1345,2011-09-20 14:50:40-07,0,,0,0,0
1345,2011-09-20 14:51:00-07,6,49,4,3,0
1345,2011-09-20 14:51:20-07,13,64,21,2,0
1345,2011-09-20 14:51:40-07,7,54,5,2,0
1345,2011-09-20 14:52:00-07,10,52,10,2,0
1345,2011-09-20 14:52:20-07,9,54,12,2,0
1345,2011-09-20 14:52:40-07,0,,0,0,0
1345,2011-09-20 14:53:00-07,0,,0,0,0
1345,2011-09-20 14:53:20-07,12,68,11,2,0
1345,2011-09-20 14:53:40-07,9,65,9,2,0
1345,2011-09-20 14:54:00-07,0,,0,0,0
1345,2011-09-20 14:54:20-07,12,64,10,2,0
1345,2011-09-20 14:54:40-07,10,45,9,2,0
1345,2011-09-20 14:55:00-07,0,,0,0,0
1345,2011-09-20 14:55:20-07,0,,0,0,0
1345,2011-09-20 14:55:40-07,,,,0,0
1345,2011-09-20 14:56:00-07,2,67,1,3,0
1345,2011-09-20 14:56:20-07,0,,0,0,0
1345,2011-09-20 14:56:40-07,5,57,4,2,0
1345,2011-09-20 14:57:00-07,0,,0,0,0
1345,2011-09-20 14:57:20-07,10,58,11,2,0
1345,2011-09-20 14:57:40-07,0,,0,0,0
1345,2011-09-20 14:58:00-07,10,64,11,2,0
1345,2011-09-20 14:58:20-07,11,58,7,2,0
1345,2011-09-20 14:58:40-07,6,63,7,2,0
1345,2011-09-20 14:59:00-07,11,60,10,2,0
1345,2011-09-20 14:59:20-07,11,61,12,2,0
1345,2011-09-20 14:59:40-07,0,,0,0,0
1345,2011-09-20 15:00:00-07,0,,0,0,0
1345,2011-09-20 15:00:20-07,6,54,9,2,0
1345,2011-09-20 15:00:40-07,0,,0,0,0
1345,2011-09-20 15:01:00-07,0,,0,0,0
1345,2011-09-20 15:01:20-07,8,76,7,2,0
1345,2011-09-20 15:01:40-07,0,,0,0,0
1345,2011-09-20 15:02:00-07,0,,0,0,0
1345,2011-09-20 15:02:20-07,8,69,6,2,0
1345,2011-09-20 15:02:40-07,0,,0,0,0
1345,2011-09-20 15:03:00-07,7,67,8,2,0
1345,2011-09-20 15:03:20-07,0,,0,0,0
1345,2011-09-20 15:03:40-07,0,,0,0,0
1345,2011-09-20 15:04:00-07,0,,0,0,0
1345,2011-09-20 15:04:20-07,7,48,7,2,0
1345,2011-09-20 15:04:40-07,12,51,12,2,0
1345,2011-09-20 15:05:00-07,5,66,5,2,0
1345,2011-09-20 15:05:20-07,0,,0,0,0
1345,2011-09-20 15:05:40-07,13,60,10,3,0
1345,2011-09-20 15:06:00-07,9,66,8,2,0
1345,2011-09-20 15:06:20-07,0,,0,0,0
1345,2011-09-20 15:06:40-07,0,,0,0,0
1345,2011-09-20 15:07:00-07,7,61,7,2,0
1345,2011-09-20 15:07:20-07,5,56,4,3,0
1345,2011-09-20 15:07:40-07,0,,0,0,0
1345,2011-09-20 15:08:00-07,,,,0,0
1345,2011-09-20 15:08:20-07,,,,0,0
1345,2011-09-20 15:08:40-07,4,65,4,2,0
1345,2011-09-20 15:09:00-07,4,82,3,3,0
1345,2011-09-20 15:09:20-07,16,59,12,3,0
1345,2011-09-20 15:09:40-07,9,75,9,2,0
1345,2011-09-20 15:10:00-07,11,61,10,2,0
1345,2011-09-20 15:10:20-07,6,63,4,2,0
1345,2011-09-20 15:10:40-07,0,,0,0,0
1345,2011-09-20 15:11:00-07,0,,0,0,0
1345,2011-09-20 15:11:20-07,11,61,15,2,0
1345,2011-09-20 15:11:40-07,8,66,8,2,0
1345,2011-09-20 15:12:00-07,4,50,2,3,0
1345,2011-09-20 15:12:20-07,0,,0,0,0
1345,2011-09-20 15:12:40-07,8,58,5,2,0
1345,2011-09-20 15:13:00-07,14,67,16,3,0
1345,2011-09-20 15:13:20-07,0,,0,0,0
1345,2011-09-20 15:13:40-07,0,,0,0,0
1345,2011-09-20 15:14:00-07,9,59,6,2,0
1345,2011-09-20 15:14:20-07,9,61,6,2,0
1345,2011-09-20 15:14:40-07,9,50,10,2,0
1345,2011-09-20 15:15:00-07,0,,0,0,0
1345,2011-09-20 15:15:20-07,6,54,7,2,0
1345,2011-09-20 15:15:40-07,8,62,6,2,0
1345,2011-09-20 15:16:00-07,12,60,11,2,0
1345,2011-09-20 15:16:20-07,0,,0,0,0
1345,2011-09-20 15:16:40-07,,,,0,0
1345,2011-09-20 15:17:00-07,,,,0,0
1345,2011-09-20 15:17:20-07,0,,0,0,0
1345,2011-09-20 15:17:40-07,11,58,10,2,0
1345,2011-09-20 15:18:00-07,7,60,6,2,0
1345,2011-09-20 15:18:20-07,0,,0,0,0
1345,2011-09-20 15:18:40-07,9,67,8,2,0
1345,2011-09-20 15:19:00-07,0,,0,0,0
1345,2011-09-20 15:19:20-07,9,60,9,2,0
1345,2011-09-20 15:19:40-07,8,70,6,2,0
1345,2011-09-20 15:20:00-07,0,,0,0,0
1345,2011-09-20 15:20:20-07,0,,0,0,0
1345,2011-09-20 15:20:40-07,7,58,6,2,0
1345,2011-09-20 15:21:00-07,0,,0,0,0
1345,2011-09-20 15:21:20-07,13,65,13,3,0
1345,2011-09-20 15:21:40-07,4,62,2,3,0
1345,2011-09-20 15:22:00-07,0,,0,0,0
1345,2011-09-20 15:22:20-07,12,60,11,2,0
1345,2011-09-20 15:22:40-07,13,55,11,3,0
1345,2011-09-20 15:23:00-07,0,,0,0,0
1345,2011-09-20 15:23:20-07,7,58,5,3,0
1345,2011-09-20 15:23:40-07,0,,0,0,0
1345,2011-09-20 15:24:00-07,10,48,8,2,0
1345,2011-09-20 15:24:20-07,0,,0,0,0
1345,2011-09-20 15:24:40-07,0,,0,0,0
1345,2011-09-20 15:25:00-07,8,35,10,2,0
1345,2011-09-20 15:25:20-07,7,66,5,2,0
1345,2011-09-20 15:25:40-07,6,66,7,2,0
1345,2011-09-20 15:26:00-07,0,,0,0,0
1345,2011-09-20 15:26:20-07,10,61,11,2,0
1345,2011-09-20 15:26:40-07,6,54,5,2,0
1345,2011-09-20 15:27:00-07,0,,0,0,0
1345,2011-09-20 15:27:20-07,0,,0,0,0
1345,2011-09-20 15:27:40-07,8,60,6,2,0
1345,2011-09-20 15:28:00-07,0,,0,0,0
1345,2011-09-20 15:28:20-07,0,,0,0,0
1345,2011-09-20 15:28:40-07,0,,0,0,0
1345,2011-09-20 15:29:00-07,5,47,6,2,0
1345,2011-09-20 15:29:20-07,6,62,4,3,0
1345,2011-09-20 15:29:40-07,0,,0,0,0
1345,2011-09-20 15:30:00-07,9,58,9,2,0
1345,2011-09-20 15:30:20-07,0,,0,0,0
1345,2011-09-20 15:30:40-07,10,61,10,2,0
1345,2011-09-20 15:31:00-07,0,,0,0,0
1345,2011-09-20 15:31:20-07,13,58,13,2,0
1345,2011-09-20 15:31:40-07,10,55,11,2,0
1345,2011-09-20 15:32:00-07,0,,0,0,0
1345,2011-09-20 15:32:20-07,9,55,8,2,0
1345,2011-09-20 15:32:40-07,7,61,10,2,0
1345,2011-09-20 15:33:00-07,0,,0,0,0
1345,2011-09-20 15:33:20-07,7,67,6,2,0
1345,2011-09-20 15:33:40-07,4,60,5,2,0
1345,2011-09-20 15:34:00-07,0,,0,0,0
1345,2011-09-20 15:34:20-07,5,65,5,2,0
1345,2011-09-20 15:34:40-07,0,,0,0,0
1345,2011-09-20 15:35:00-07,10,57,9,2,0
1345,2011-09-20 15:35:20-07,5,54,8,2,0
1345,2011-09-20 15:35:40-07,0,,0,0,0
1345,2011-09-20 15:36:00-07,0,,0,0,0
1345,2011-09-20 15:36:20-07,0,,0,0,0
1345,2011-09-20 15:36:40-07,9,54,7,2,0
1345,2011-09-20 15:37:00-07,15,62,14,3,0
1345,2011-09-20 15:37:20-07,0,,0,0,0
1345,2011-09-20 15:37:40-07,0,,0,0,0
1345,2011-09-20 15:38:00-07,9,68,7,2,0
1345,2011-09-20 15:38:20-07,11,56,10,2,0
1345,2011-09-20 15:38:40-07,0,,0,0,0
1345,2011-09-20 15:39:00-07,9,68,9,2,0
1345,2011-09-20 15:39:20-07,12,55,10,2,0
1345,2011-09-20 15:39:40-07,0,,0,0,0
1345,2011-09-20 15:40:00-07,0,,0,0,0
1345,2011-09-20 15:40:20-07,0,,0,0,0
1345,2011-09-20 15:40:40-07,2,63,3,3,0
1345,2011-09-20 15:41:00-07,13,65,14,2,0
1345,2011-09-20 15:41:20-07,0,,0,0,0
1345,2011-09-20 15:41:40-07,9,67,7,2,0
1345,2011-09-20 15:42:00-07,0,,0,0,0
1345,2011-09-20 15:42:20-07,10,73,10,2,0
1345,2011-09-20 15:42:40-07,12,55,15,2,0
1345,2011-09-20 15:43:00-07,0,,0,0,0
1345,2011-09-20 15:43:20-07,14,62,12,3,0
1345,2011-09-20 15:43:40-07,7,69,7,2,0
1345,2011-09-20 15:44:00-07,0,,0,0,0
1345,2011-09-20 15:44:20-07,0,,0,0,0
1345,2011-09-20 15:44:40-07,0,,0,0,0
1345,2011-09-20 15:45:00-07,9,65,8,2,0
1345,2011-09-20 15:45:20-07,10,58,9,2,0
1345,2011-09-20 15:45:40-07,0,,0,0,0
1345,2011-09-20 15:46:00-07,7,77,6,2,0
1345,2011-09-20 15:46:20-07,6,49,5,2,0
1345,2011-09-20 15:46:40-07,0,,0,0,0
1345,2011-09-20 15:47:00-07,6,56,10,2,0
1345,2011-09-20 15:47:20-07,11,56,9,2,0
1345,2011-09-20 15:47:40-07,4,66,2,3,0
1345,2011-09-20 15:48:00-07,8,58,7,2,0
1345,2011-09-20 15:48:20-07,0,,0,0,0
1345,2011-09-20 15:48:40-07,5,52,3,2,0
1345,2011-09-20 15:49:00-07,11,63,11,2,0
1345,2011-09-20 15:49:20-07,2,58,1,3,0
1345,2011-09-20 15:49:40-07,0,,0,0,0
1345,2011-09-20 15:50:00-07,11,66,11,2,0
1345,2011-09-20 15:50:20-07,0,,0,0,0
1345,2011-09-20 15:50:40-07,4,47,3,3,0
1345,2011-09-20 15:51:00-07,0,,0,0,0
1345,2011-09-20 15:51:20-07,0,,0,0,0
1345,2011-09-20 15:51:40-07,4,67,2,3,0
1345,2011-09-20 15:52:00-07,12,51,10,2,0
1345,2011-09-20 15:52:20-07,0,,0,0,0
1345,2011-09-20 15:52:40-07,3,73,2,3,0
1345,2011-09-20 15:53:00-07,0,,0,0,0
1345,2011-09-20 15:53:20-07,3,59,2,2,0
1345,2011-09-20 15:53:40-07,11,61,12,2,0
1345,2011-09-20 15:54:00-07,0,,0,0,0
1345,2011-09-20 15:54:20-07,0,,0,0,0
1345,2011-09-20 15:54:40-07,8,59,5,2,0
1345,2011-09-20 15:55:00-07,0,,0,0,0
1345,2011-09-20 15:55:20-07,8,62,8,2,0
1345,2011-09-20 15:55:40-07,0,,0,0,0
1345,2011-09-20 15:56:00-07,4,60,3,3,0
1345,2011-09-20 15:56:20-07,5,57,5,2,0
1345,2011-09-20 15:56:40-07,0,,0,0,0
1345,2011-09-20 15:57:00-07,0,,0,0,0
1345,2011-09-20 15:57:20-07,6,50,5,2,0
1345,2011-09-20 15:57:40-07,0,,0,0,0
1345,2011-09-20 15:58:00-07,10,58,9,2,0
1345,2011-09-20 15:58:20-07,0,,0,0,0
1345,2011-09-20 15:58:40-07,2,36,4,2,0
1345,2011-09-20 15:59:00-07,0,,0,0,0
1345,2011-09-20 15:59:20-07,7,56,5,2,0
1345,2011-09-20 15:59:40-07,0,,0,0,0
1345,2011-09-20 16:00:00-07,3,57,2,3,0
1345,2011-09-20 16:00:20-07,0,,0,0,0
1345,2011-09-20 16:00:40-07,4,53,4,2,0
1345,2011-09-20 16:01:00-07,0,,0,0,0
1345,2011-09-20 16:01:20-07,3,74,2,3,0
1345,2011-09-20 16:01:40-07,0,,0,0,0
1345,2011-09-20 16:02:00-07,8,60,8,2,0
1345,2011-09-20 16:02:20-07,0,,0,0,0
1345,2011-09-20 16:02:40-07,6,62,4,2,0
1345,2011-09-20 16:03:00-07,0,,0,0,0
1345,2011-09-20 16:03:20-07,12,59,10,3,0
1345,2011-09-20 16:03:40-07,0,,0,0,0
1345,2011-09-20 16:04:00-07,14,52,13,3,0
1345,2011-09-20 16:04:20-07,0,,0,0,0
1345,2011-09-20 16:04:40-07,5,55,4,2,0
1345,2011-09-20 16:05:00-07,0,,0,0,0
1345,2011-09-20 16:05:20-07,0,,0,0,0
1345,2011-09-20 16:05:40-07,0,,0,0,0
1345,2011-09-20 16:06:00-07,13,57,13,3,0
1345,2011-09-20 16:06:20-07,0,,0,0,0
1345,2011-09-20 16:06:40-07,8,67,6,2,0
1345,2011-09-20 16:07:00-07,10,40,11,2,0
1345,2011-09-20 16:07:20-07,0,,0,0,0
1345,2011-09-20 16:07:40-07,13,42,17,3,0
1345,2011-09-20 16:08:00-07,0,,0,0,0
1345,2011-09-20 16:08:20-07,9,54,10,2,0
1345,2011-09-20 16:08:40-07,7,67,8,2,0
1345,2011-09-20 16:09:00-07,0,,0,0,0
1345,2011-09-20 16:09:20-07,12,61,11,2,0
1345,2011-09-20 16:09:40-07,0,,0,0,0
1345,2011-09-20 16:10:00-07,8,65,8,2,0
1345,2011-09-20 16:10:20-07,0,,0,0,0
1345,2011-09-20 16:10:40-07,8,51,11,2,0
1345,2011-09-20 16:11:00-07,14,64,12,3,0
1345,2011-09-20 16:11:20-07,0,,0,0,0
1345,2011-09-20 16:11:40-07,8,59,6,2,0
1345,2011-09-20 16:12:00-07,0,,0,0,0
1345,2011-09-20 16:12:20-07,11,67,11,2,0
1345,2011-09-20 16:12:40-07,9,62,7,2,0
1345,2011-09-20 16:13:00-07,0,,0,0,0
1345,2011-09-20 16:13:20-07,6,69,6,2,0
1345,2011-09-20 16:13:40-07,0,,0,0,0
1345,2011-09-20 16:14:00-07,13,62,15,2,0
1345,2011-09-20 16:14:20-07,0,,0,0,0
1345,2011-09-20 16:14:40-07,12,63,11,2,0
1345,2011-09-20 16:15:00-07,0,,0,0,0
1345,2011-09-20 16:15:20-07,9,69,8,2,0
1345,2011-09-20 16:15:40-07,8,64,7,2,0
1345,2011-09-20 16:16:00-07,8,64,7,2,0
1345,2011-09-20 16:16:20-07,6,50,7,2,0
1345,2011-09-20 16:16:40-07,,,,0,0
1345,2011-09-20 16:17:00-07,13,59,14,2,0
1345,2011-09-20 16:17:20-07,9,49,10,2,0
1345,2011-09-20 16:17:40-07,0,,0,0,0
1345,2011-09-20 16:18:00-07,10,49,14,2,0
1345,2011-09-20 16:18:20-07,0,,0,0,0
1345,2011-09-20 16:18:40-07,11,58,14,2,0
1345,2011-09-20 16:19:00-07,10,58,7,2,0
1345,2011-09-20 16:19:20-07,0,,0,0,0
1345,2011-09-20 16:19:40-07,12,55,12,2,0
1345,2011-09-20 16:20:00-07,7,64,4,3,0
